,wikidata,type,osmid
2081,Q17638538,,
2082,Q17638472,,
2083,Q17638454,,
2085,Q17638611,,
2087,Q17644633,,
2088,Q17644624,,
2092,Q17638585,,
2093,Q17644663,,
2096,Q17614289,,
2097,Q17709702,,
2098,Q17710586,,
2099,Q17709358,,
2100,Q17710435,,
2101,Q17709344,,
2103,Q17692309,,
2104,Q17709830,,
2105,Q17709349,,
2106,Q17709363,,
2107,Q17709729,,
2108,Q17710093,,
2109,Q17710613,,
2110,Q17709482,,
2111,Q17710044,,
2112,Q17709332,,
2114,Q17645273,,
2115,Q17709967,,
2117,Q17710115,,
2118,Q17709360,,
2119,Q17709822,,
2120,Q17710560,,
2121,Q17709953,,
2122,Q17710436,,
2123,Q17709328,,
2124,Q17709924,,
2125,Q17709624,,
2126,Q17710614,,
2127,Q17709414,,
2128,Q17710491,,
2129,Q17693610,,
2130,Q17710180,,
2132,Q17710141,,
2133,Q17709329,,
2134,Q17710390,,
2135,Q17709712,,
2136,Q17709364,,
2137,Q17709741,,
2139,Q17710149,,
2140,Q17709858,,
2142,Q17709373,,
2143,Q17710441,,
2144,Q17645242,,
2145,Q17709664,,
2146,Q17709641,,
2147,Q17710369,,
2149,Q17709764,,
2150,Q17710456,,
2151,Q17693413,,
2152,Q17709471,,
2153,Q17709954,,
2155,Q17709766,,
2156,Q17709336,,
2158,Q17710218,,
2159,Q17709815,,
2160,Q17710352,,
2162,Q17710381,,
2165,Q17693459,,
2166,Q17710223,,
2167,Q17710505,,
2169,Q17709751,,
2170,Q17692425,,
2171,Q17709327,,
2172,Q17710173,,
2173,Q17710145,,
2174,Q17710109,,
2176,Q17710193,,
2178,Q17709476,,
2179,Q17709701,,
2181,Q17709634,,
2182,Q17710647,,
2183,Q17709627,,
2184,Q17710278,,
2186,Q17709608,,
2187,Q17709326,,
2188,Q17710618,,
2189,Q17710197,,
2190,Q17709418,,
2192,Q17709354,,
2193,Q17710386,,
2196,Q17709431,,
2197,Q17733779,,
2198,Q17711563,,
2199,Q17711037,,
2201,Q17711204,,
2203,Q17711275,,
2204,Q17712678,,
2208,Q17711096,,
2209,Q17711691,,
2211,Q17712457,,
2212,Q17712613,,
2213,Q17710946,,
2214,Q17710918,,
2215,Q17712543,,
2216,Q17711652,,
2217,Q17711077,,
2218,Q17711408,,
2219,Q17710910,,
2220,Q17712196,,
2221,Q17710713,,
2222,Q17712588,,
2223,Q17711231,,
2224,Q17710934,,
2225,Q17712250,,
2226,Q17712220,,
2227,Q17710935,,
2228,Q17710834,,
2229,Q17710854,,
2230,Q17710880,,
2231,Q17711578,,
2232,Q17712093,,
2233,Q17710754,,
2234,Q17711005,,
2235,Q17711234,,
2236,Q17712280,,
2237,Q17711004,,
2238,Q17711362,,
2239,Q17711241,,
2241,Q17712525,,
2242,Q17711461,,
2243,Q17710739,,
2244,Q17711681,,
2245,Q17712426,,
2246,Q17710877,,
2247,Q17712200,,
2248,Q17712192,,
2249,Q17712254,,
2250,Q17710695,,
2251,Q17711916,,
2252,Q17710685,,
2253,Q17711944,,
2254,Q17711663,,
2257,Q17711360,,
2258,Q17712517,,
2259,Q17733853,,
2260,Q17711184,,
2261,Q17710760,,
2262,Q17711364,,
2263,Q17711549,,
2264,Q17712225,,
2265,Q17711003,,
2266,Q17711708,,
2267,Q17712222,,
2268,Q17711023,,
2269,Q17712010,,
2270,Q17711522,,
2271,Q17711568,,
2274,Q17712608,,
2275,Q17710889,,
2276,Q17710960,,
2277,Q17710851,,
2278,Q17710888,,
2279,Q17711221,,
2280,Q17711071,,
2281,Q17712188,,
2282,Q17711554,,
2283,Q17711252,,
2285,Q17710852,,
2286,Q17733849,,
2287,Q17712198,,
2288,Q17711047,,
2289,Q17710957,,
2290,Q17710710,,
2291,Q17712548,,
2292,Q17710666,,
2293,Q17710738,,
2294,Q17712393,,
2295,Q17711919,,
2296,Q17710903,,
2297,Q17741643,,
2298,Q17741666,,
2299,Q17742359,,
2300,Q17736153,,
2301,Q17741921,,
2302,Q17741738,,
2303,Q17741610,,
2304,Q17742262,,
2305,Q17737258,,
2306,Q17736803,,
2307,Q17741469,,
2308,Q17742128,,
2309,Q17742454,,
2310,Q17741628,,
2311,Q17741284,,
2312,Q17741865,,
2313,Q17733898,,
2315,Q17737027,,
2316,Q17742457,,
2317,Q17737662,,
2318,Q17741227,,
2319,Q17733998,,
2320,Q17742379,,
2321,Q17741567,,
2322,Q17742541,,
2323,Q17737535,,
2324,Q17742175,,
2325,Q17742241,,
2326,Q17741566,,
2327,Q17742162,,
2328,Q17736249,,
2329,Q17741555,,
2330,Q17734338,,
2331,Q17741372,,
2332,Q17741668,,
2333,Q17742261,,
2335,Q17737072,,
2336,Q17734386,,
2337,Q17741398,,
2338,Q17742505,,
2339,Q17742212,,
2340,Q17734100,,
2341,Q17741922,,
2342,Q17733872,,
2343,Q17742444,,
2344,Q17742209,,
2345,Q17741427,,
2346,Q17741477,,
2347,Q17742132,,
2348,Q17734446,,
2349,Q17736379,,
2350,Q17741911,,
2352,Q17734240,,
2353,Q17737124,,
2354,Q17741900,,
2355,Q17737644,,
2357,Q17741651,,
2358,Q17736197,,
2359,Q17741590,,
2360,Q17742265,,
2361,Q17737378,,
2362,Q17737362,,
2363,Q17734075,,
2364,Q17742415,,
2365,Q17742233,,
2366,Q17741558,,
2368,Q17741909,,
2369,Q17737399,,
2370,Q17742110,,
2371,Q17736862,,
2372,Q17742551,,
2373,Q17734203,,
2374,Q17736801,,
2375,Q17736273,,
2376,Q17742205,,
2377,Q17741716,,
2378,Q17741546,,
2379,Q17736365,,
2380,Q17741902,,
2381,Q17741917,,
2382,Q17734014,,
2384,Q17741448,,
2385,Q17734271,,
2386,Q17737575,,
2387,Q17742010,,
2388,Q17734326,,
2389,Q17733864,,
2390,Q17741584,,
2391,Q17741679,,
2392,Q17736317,,
2393,Q17742134,,
2394,Q17734236,,
2395,Q17741903,,
2396,Q17742358,,
2397,Q17745192,,
2399,Q17745240,,
2400,Q17742741,,
2402,Q17743188,,
2403,Q17744994,,
2404,Q17742894,,
2406,Q17742740,,
2408,Q17745227,,
2409,Q17742930,,
2410,Q17745166,,
2411,Q17742999,,
2412,Q17743113,,
2413,Q17742881,,
2416,Q17742684,,
2417,Q17745097,,
