,wikidata,type,osmid
818,Q16503109,way,117376697
820,Q16502018,relation,2079773
823,Q16502773,way,494652686
825,Q16503146,way,29328303
828,Q16502016,relation,4141141
829,Q16502931,relation,3434422
833,Q16498626,way,24299323
834,Q16502786,way,27761460
842,Q16502336,way,30042923
844,Q16503050,relation,11636039
845,Q16502995,way,86442511
846,Q16502522,relation,3505299
849,Q16502364,way,199996289
853,Q16502783,way,651673316
855,Q16502625,way,49246162
856,Q16502203,relation,3017046
860,Q16502531,relation,2537802
864,Q16502997,way,1123097231
866,Q16502942,relation,16052231
868,Q16502539,way,35133269
874,Q16502489,relation,2602264
875,Q16502592,way,32900956
876,Q16502610,way,28313880
878,Q16498621,way,29308913
879,Q16502439,relation,12624726
880,Q16501585,way,86715146
881,Q16502532,way,8033316
883,Q16502622,way,100055819
885,Q16501635,way,313398772
886,Q16503074,way,130175618
890,Q16502743,relation,8058005
894,Q16498662,relation,2404901
896,Q16502593,way,64729294
901,Q16503334,way,180370592
904,Q16503177,way,548368165
906,Q16503967,relation,13986344
907,Q16503951,way,172029010
908,Q16504011,relation,167325
911,Q16503854,way,154696803
912,Q16503182,way,514042615
913,Q16503968,way,33280762
915,Q16503577,relation,9939892
917,Q16504089,way,194992345
918,Q16503492,way,28710983
919,Q16503643,way,30667553
921,Q16503265,relation,9399949
924,Q16505284,way,29326719
927,Q16503965,way,32927396
928,Q16504001,relation,2388331
937,Q16503888,relation,10605705
940,Q16503936,way,32560532
941,Q16503750,relation,9822487
942,Q16503707,way,7808228
943,Q16503553,relation,3544225
944,Q16503718,way,265510411
946,Q16503957,way,25696305
950,Q16504126,way,612103840
951,Q16503629,way,173465804
953,Q16504023,way,103710374
954,Q16503562,way,499648768
957,Q16503938,relation,7708039
961,Q16503730,way,29077278
965,Q16503557,relation,14048373
966,Q16503711,relation,1210053
969,Q16503852,relation,5688924
970,Q16503503,relation,6525229
972,Q16503541,way,106785616
973,Q16503556,way,29319847
975,Q16503572,way,29171189
976,Q16504084,relation,173253
977,Q16503516,relation,2248901
983,Q16503828,relation,3095826
984,Q16503795,relation,110475
985,Q16505266,way,28141009
986,Q16503175,relation,9420629
987,Q16503971,relation,7877010
989,Q16503559,way,95787425
990,Q16505330,way,86715156
992,Q16504074,way,25696241
994,Q16503560,relation,15627602
1002,Q16506828,way,45742805
1003,Q16507347,way,29072372
1008,Q16879458,relation,2697674
1009,Q16918882,relation,7544134
1012,Q16918880,way,236243064
1015,Q16914856,relation,1416927
1018,Q17517977,way,39353298
1019,Q16506816,way,172122508
1020,Q16506777,way,326814927
1023,Q16506878,way,37102039
1024,Q17517666,way,119067925
1026,Q17517696,way,26715187
1027,Q17517755,way,35534922
1028,Q16507288,relation,65673
1032,Q16507414,way,162301084
1033,Q17517999,relation,2019050
1034,Q16506704,way,154664156
1035,Q16879501,relation,1521708
1037,Q17517512,way,104441109
1038,Q17517994,way,13868333
1041,Q16507403,relation,10260579
1045,Q16506914,way,478108041
1046,Q16507313,relation,4456875
1047,Q17517463,way,329757799
1048,Q16507292,way,29127512
1049,Q17517934,way,35534923
1050,Q17517834,way,25952136
1052,Q17517870,way,15261477
1059,Q16879499,relation,2901267
1060,Q17517728,way,28438812
1061,Q16507330,way,57381925
1062,Q16507339,relation,12478114
1070,Q17517464,way,45327339
1071,Q17517663,way,39488013
1073,Q17517476,relation,4098075
1075,Q17517710,way,38208325
1076,Q17517742,way,37795010
1077,Q16507294,way,27709403
1078,Q17517857,way,39353292
1081,Q16507382,relation,10419907
1086,Q16918878,way,25936967
1088,Q16507115,way,483888269
1089,Q16507186,way,556710561
1090,Q16507289,way,23047336
1092,Q17517662,way,39353294
1096,Q16506741,way,27758148
1097,Q16505329,way,86715171
1098,Q16506527,relation,6921525
1100,Q16505637,way,28681234
1101,Q16505423,way,29064753
1106,Q16505413,way,342932623
1107,Q16506570,relation,8336539
1110,Q16506573,way,9196715
1112,Q16506585,way,34408434
1117,Q16505723,way,42430372
1118,Q16506422,way,42426109
1119,Q16506701,way,158583176
1120,Q16505402,way,49102009
1121,Q16506587,way,23047357
1123,Q16505396,relation,2079695
1125,Q16506680,way,341792303
1126,Q16506549,way,43105347
1127,Q16505429,way,10124021
1128,Q16506561,way,10122571
1130,Q16506286,relation,15674563
1132,Q16506081,way,117382342
1133,Q16505579,relation,12762076
1134,Q16505540,way,26310654
1139,Q16505400,way,28844216
1140,Q16505394,relation,2371848
1145,Q16506361,way,29478327
1147,Q16506339,relation,66248
1148,Q16505344,way,23174543
1149,Q16506538,relation,4038964
1151,Q16505872,way,169456785
1155,Q16505380,way,281795263
1156,Q16505361,way,27733673
1157,Q16506599,relation,8973777
1158,Q16506597,relation,54034
1159,Q16505654,relation,12235074
1161,Q16505415,way,37236137
1162,Q16505594,way,215837246
1164,Q16505476,way,446052795
1167,Q16506567,way,31066730
1171,Q16506191,way,28911453
1174,Q16506569,way,151203907
1175,Q16505767,relation,8033269
1176,Q16506310,relation,167322
1177,Q16505395,way,30042367
1181,Q16506252,way,59417041
1182,Q16506583,relation,6193809
1185,Q16505393,way,52638586
1186,Q16505953,way,180370597
1188,Q16505592,relation,2025784
1189,Q16506560,relation,4005482
1190,Q16506299,way,51746398
1191,Q16505536,relation,2559679
1192,Q16506683,way,71002511
1194,Q16505404,relation,4164277
1205,Q17518708,relation,12563411
1206,Q17519411,way,1124377409
1211,Q17519291,way,39488017
1212,Q17519398,way,39488016
1213,Q17519225,relation,2379096
1214,Q17519862,way,146834320
1216,Q17519778,way,260733205
1224,Q17519261,way,39504834
1227,Q17519193,way,24288762
1232,Q17518940,way,297585236
1233,Q17519704,way,180307265
1234,Q17518756,way,23024854
1241,Q17519684,way,165025200
1246,Q17519226,way,39353277
1249,Q17519381,way,23076244
1255,Q17519867,way,173129001
1267,Q17519280,way,118766918
1269,Q17519750,relation,2360833
1271,Q17519383,way,19060670
1272,Q17519295,way,41591076
1273,Q17518761,relation,7573906
1274,Q17519788,relation,6788264
1279,Q17519783,way,164396349
1280,Q17518695,relation,2340972
1282,Q17519651,way,194375887
1283,Q17519373,way,41591083
1290,Q17518696,relation,7570123
1303,Q17519967,way,176367405
1305,Q17520609,relation,11053763
1309,Q17520253,way,165266535
1316,Q17522484,way,28329223
1323,Q17520555,way,165025214
1328,Q17522464,way,104644544
1333,Q17522507,relation,2259677
1345,Q17522490,way,28329325
1347,Q17522545,relation,3530992
1348,Q17520412,way,207982848
1349,Q17522544,way,469620370
1350,Q17522424,way,28329194
1351,Q17520479,way,30042751
1353,Q17520107,way,164595939
1360,Q17522456,relation,3533535
1365,Q17520345,relation,3804543
1368,Q17520255,relation,10708961
1369,Q17520364,way,207982846
1372,Q17520596,way,197715079
1376,Q17519971,way,59316906
1380,Q17522476,relation,2259684
1385,Q17522509,relation,3533593
1390,Q17520700,way,146797705
1393,Q17520752,way,155516473
1397,Q17522605,way,168146496
1399,Q17525277,way,32244097
1400,Q17523374,way,28662604
1401,Q17523394,way,28506486
1402,Q17523005,way,289864208
1403,Q17525319,way,32339883
1404,Q17522872,way,304516645
1405,Q17523186,relation,2079774
1406,Q17523242,relation,2361513
1409,Q17523316,way,26559827
1410,Q17523254,way,180426744
1411,Q17523383,relation,2444752
1412,Q17523481,way,154696209
1413,Q17523115,way,28619670
1414,Q17523338,way,917141796
1415,Q17523323,way,28395523
1416,Q17523602,way,28506731
1418,Q17523391,way,28361472
1420,Q17525265,way,42602039
1421,Q17523601,way,28361455
1422,Q17525148,way,32339697
1423,Q17525268,relation,2079762
1427,Q17522991,way,176753634
1428,Q17523113,way,181283512
1431,Q17523545,way,74673308
1433,Q17525261,way,829427351
1434,Q17523591,way,154696150
1435,Q17525231,way,153343467
1436,Q17523580,way,83260068
1438,Q17523100,way,28506721
1439,Q17525346,way,404439903
1440,Q17523294,relation,2079806
1441,Q17522829,way,154696240
1442,Q17523516,way,28506476
1444,Q17522937,way,28662608
1445,Q17523290,way,28506785
1446,Q17522990,way,181242584
1449,Q17523609,relation,2330013
1450,Q17523378,relation,2305362
1451,Q17523265,way,990468364
1452,Q17522860,relation,2361727
1453,Q17525187,way,30811456
1454,Q17525167,way,30811464
1455,Q17523293,relation,6422922
1456,Q17525260,way,42601989
1457,Q17523406,way,28483950
1458,Q17522827,way,181982865
1459,Q17523077,way,180370598
1460,Q17522569,way,28329347
1461,Q17523341,way,74665776
1463,Q17523590,way,28619657
1464,Q17525305,way,30811514
1465,Q17523572,relation,3864819
1466,Q17522916,way,68323640
1467,Q17523152,way,28506548
1470,Q17523388,way,28619708
1471,Q17523232,way,154696051
1473,Q17525222,relation,2372214
1474,Q17522560,way,166505385
1477,Q17525338,relation,2372331
1478,Q17525335,way,153343466
1479,Q17522604,way,28329226
1480,Q17525285,relation,2372224
1481,Q17522777,way,224220372
1482,Q17522766,way,176710239
1484,Q17523286,way,174657217
1486,Q17523568,way,180426745
1487,Q17523565,way,181242578
1488,Q17525173,way,42601968
1491,Q17525236,relation,2372246
1492,Q17525239,way,32339862
1494,Q17523551,relation,2330092
1495,Q17522996,way,183548180
1496,Q17523558,relation,12548356
1497,Q17543422,way,28660468
1507,Q17538391,way,27411313
1511,Q17558777,relation,3560934
1512,Q17538468,way,180363807
1514,Q17543424,way,159359531
1517,Q17538483,relation,2343270
1519,Q17558984,relation,11891942
1520,Q17558406,relation,7882561
1527,Q17543176,way,161487554
1529,Q17558868,relation,9445733
1535,Q17558967,way,28711033
1536,Q17537500,relation,9269834
1537,Q17558827,way,180409227
1538,Q17538490,way,28681267
1541,Q17558809,relation,2914749
1542,Q17558675,relation,3547575
1545,Q17558921,way,28911571
1547,Q17538407,relation,7871681
1555,Q17558981,way,180558456
1558,Q17525367,way,32339792
1561,Q17525403,way,829427350
1565,Q17525347,way,30811459
1566,Q17558884,relation,1525660
1567,Q17558792,relation,15720747
1568,Q17543221,way,28660458
1569,Q17538475,way,180571684
1570,Q17543504,way,180307266
1574,Q17525377,way,32339826
1576,Q17525378,way,30811469
1577,Q17538676,relation,2901504
1578,Q17538537,way,28709721
1579,Q17525416,relation,10225723
1580,Q17558888,way,563723938
1582,Q17558810,way,183172357
1584,Q17558678,relation,2914750
1587,Q17525413,relation,11341058
1589,Q17525388,relation,3643182
1591,Q17525387,way,32339790
1593,Q17558855,way,28935792
1594,Q17558763,relation,3665585
1595,Q17538389,relation,12530487
1596,Q17525379,relation,2372213
1597,Q17559736,relation,2079699
1601,Q17559742,way,154684501
1603,Q17559720,relation,57385
1604,Q17559420,way,208603229
1605,Q17559981,relation,2079761
1607,Q17559640,relation,11895274
1609,Q17559255,way,28911579
1610,Q17559702,relation,11795618
1611,Q17559995,relation,56372
1613,Q17558990,relation,3128058
1618,Q17558992,way,552166003
1620,Q17559719,relation,9444859
1621,Q17559137,way,28791141
1623,Q17559139,way,28791311
1626,Q17559810,relation,2079700
1631,Q17559135,relation,9445738
1638,Q17559331,way,180377823
1643,Q17558991,relation,3665584
1645,Q17559374,relation,3128055
1649,Q17559985,relation,2079682
1653,Q17559273,relation,11898556
1656,Q17559146,way,183170216
1657,Q17559443,relation,3128090
1669,Q17559987,relation,6432776
1670,Q17559023,relation,2407159
1671,Q17559142,relation,2914748
1672,Q17560025,way,539906717
1675,Q17559414,way,432797151
1677,Q17559745,relation,11904630
1679,Q17559083,relation,2914751
1680,Q17559418,relation,3128101
1686,Q17559617,relation,11900273
1687,Q17559467,way,28710915
1690,Q17559191,way,28791140
1693,Q17559878,relation,11904563
1695,Q17559428,relation,2371967
1699,Q17560089,way,329194372
1700,Q17578271,relation,9420631
1701,Q17576941,way,612560732
1702,Q17577081,relation,3114971
1704,Q17560143,relation,2407161
1706,Q17578159,way,29417327
1714,Q17560275,relation,67651
1715,Q17576787,relation,3114970
1718,Q17576918,way,154696882
1720,Q17577113,way,381440043
1722,Q17560226,way,154695982
1724,Q17560367,relation,2079702
1728,Q17560073,relation,8794221
1731,Q17576771,relation,11900022
1732,Q17560138,relation,69231
1733,Q17576709,relation,2369235
1735,Q17576760,way,558361999
1736,Q17576935,way,381440042
1738,Q17577015,way,154696893
1741,Q17577115,way,154684437
1742,Q17576794,way,229979883
1743,Q17560365,relation,9444848
1751,Q17577239,way,154696426
1752,Q17560394,relation,11904381
1756,Q17560173,way,30327478
1758,Q17560359,relation,9444847
1766,Q17560354,relation,61509
1767,Q17560109,relation,56342
1768,Q17560147,way,28893965
1771,Q17560090,way,28403082
1772,Q17578317,way,200221568
1773,Q17578211,way,559239787
1774,Q17577216,way,326984732
1775,Q17560141,relation,11897565
1778,Q17576743,way,309538074
1780,Q17578179,relation,15100959
1782,Q17560405,relation,11895460
1784,Q17578191,way,23112683
1786,Q17577271,relation,14282918
1788,Q17576961,relation,11903961
1790,Q17576921,relation,11900018
1794,Q17576723,way,292070009
1795,Q17576867,way,29417183
1800,Q17578372,relation,2372590
1801,Q17578799,relation,11902015
1804,Q17587059,relation,2124992
1806,Q17578487,way,181926063
1807,Q17578727,way,154696014
1820,Q17589388,way,154695999
1823,Q17578657,relation,14282911
1824,Q17578891,way,543146673
1825,Q17578877,relation,14278975
1828,Q17578632,way,232043394
1831,Q17578529,way,232043389
1834,Q17578642,way,154684347
1839,Q17589412,way,154696084
1843,Q17578481,way,181926051
1848,Q17578424,way,335078770
1856,Q17578654,way,326984728
1859,Q17578729,way,326983082
1861,Q17578462,way,183061755
1862,Q17587539,way,166663041
1865,Q17587543,way,133400521
1869,Q17578697,relation,3095825
1870,Q17578472,way,263343127
1872,Q17578539,way,23112679
1873,Q17578683,way,230862859
1875,Q17578636,relation,5688925
1879,Q17578690,way,29417231
1880,Q17578849,relation,2372256
1884,Q17578845,relation,3095827
1885,Q17578649,relation,3095824
1891,Q17587298,relation,2600854
1892,Q17578385,relation,3114973
1895,Q17578651,way,30056442
1899,Q17605859,way,28140750
1900,Q17589916,way,154695838
1903,Q17589660,way,154696248
1905,Q17605784,way,102973098
1910,Q17589890,relation,2362258
1912,Q17589828,way,154695844
1914,Q17589456,way,154696353
1916,Q17589518,way,154696605
1917,Q17589545,relation,2079799
1923,Q17590077,way,154695956
1926,Q17590081,way,382203291
1928,Q17589796,way,122752863
1929,Q17589576,relation,2079763
1930,Q17589434,way,28314047
1934,Q17608273,relation,1439863
1936,Q17589461,way,154696086
1938,Q17589901,way,29268005
1940,Q17605758,way,28141072
1942,Q17589914,way,175968579
1944,Q17590097,way,479890187
1945,Q17589563,way,168063168
1946,Q17589492,relation,5660151
1949,Q17608528,relation,6046292
1954,Q17589579,way,612103854
1955,Q17589857,way,154696164
1956,Q17590030,relation,2079770
1958,Q17590071,way,479890188
1960,Q17589469,relation,4141143
1961,Q17590005,way,122752860
1962,Q17589832,way,169656673
1973,Q17589908,relation,2425373
1975,Q17589911,way,154696251
1976,Q17589572,way,28313798
1977,Q17590020,way,28345847
1980,Q17589783,relation,2079795
1981,Q17590033,way,193030376
1982,Q17589967,way,193030378
1984,Q17589858,relation,2079767
1985,Q17608522,way,100856872
1986,Q17589792,relation,2079798
1987,Q17589811,relation,2079781
1988,Q17590036,relation,4546264
1990,Q17589493,relation,4253
1991,Q17589865,way,168058495
1993,Q17589962,way,154696205
1995,Q17608422,relation,6043654
1997,Q17609048,relation,48805
1998,Q17618404,relation,3688510
2000,Q17618355,relation,4643545
2002,Q17634036,relation,5974093
2003,Q17644885,way,42938956
2005,Q17644846,relation,2908419
2006,Q17644756,relation,77694
2008,Q17609145,way,26573743
2010,Q17644634,way,34784775
2011,Q17645092,relation,5995701
2014,Q17645064,relation,2379011
2015,Q17644977,relation,15610710
2016,Q17645062,relation,7307205
2018,Q17618753,way,25696250
2020,Q17638547,relation,2700419
2021,Q17644879,way,10563252
2022,Q17634243,way,5667545
2024,Q17644857,way,10567107
2025,Q17644901,way,31053404
2026,Q17633971,relation,3223071
2027,Q17644776,relation,7124512
2028,Q17645125,relation,7124513
2029,Q17644871,way,35259229
2031,Q17644724,relation,6138998
2033,Q17608576,relation,10572983
2035,Q17644958,way,10565620
2036,Q17609143,way,28141231
2039,Q17645129,relation,960318
2040,Q17618442,way,8109986
2042,Q17645090,relation,5819019
2044,Q17614348,relation,10708674
2046,Q17645087,relation,15614739
2047,Q17644755,way,10563856
2048,Q17644770,relation,15610737
2049,Q17608545,way,102731797
2051,Q17645025,way,10564138
2052,Q17644728,way,224245765
2053,Q17618682,way,25696292
2054,Q17644848,relation,14159245
2055,Q17618727,relation,1647179
2061,Q17645083,relation,15610685
2062,Q17634212,way,5210146
2063,Q17634264,relation,2410621
2064,Q17644981,relation,77603
2065,Q17645002,relation,6146743
2066,Q17645138,relation,357730
2068,Q17644692,way,260652267
2069,Q17645148,way,40838542
2070,Q17644825,way,29176716
2072,Q17644985,relation,6244662
2075,Q17618505,relation,1647146
2076,Q17614542,relation,13734658
2079,Q17614411,relation,12568491
2080,Q17644914,way,290763151
2084,Q17634167,relation,2055064
2086,Q17614472,relation,6046291
2089,Q17644738,relation,13985573
2090,Q17644904,relation,77695
2091,Q17644715,node,6797474367
2094,Q17615643,way,197330181
2095,Q17644941,way,10562974
2102,Q17710226,way,23177622
2113,Q17709925,relation,4123388
2116,Q17709842,relation,6142255
2131,Q17645255,relation,6143277
2138,Q17709693,way,31012106
2141,Q17709719,relation,13620799
2148,Q17645268,relation,10635256
2154,Q17645257,relation,1324425
2157,Q17710452,way,321616839
2161,Q17645238,way,52383462
2163,Q17709823,relation,14528457
2164,Q17645275,way,65967845
2168,Q17709448,way,9395132
2175,Q17709346,relation,1615357
2177,Q17645187,relation,2377093
2180,Q17645249,relation,7124520
2185,Q17710463,relation,106747
2191,Q17710338,relation,9269837
2194,Q17709755,relation,13164154
2195,Q17645166,relation,15610110
2200,Q17710907,way,1050709711
2202,Q17710876,relation,106745
2205,Q17711167,relation,11793212
2206,Q17710878,relation,7634181
2207,Q17712102,relation,2718071
2210,Q17733787,way,22771673
2240,Q17711311,relation,5391322
2255,Q17712666,relation,2703039
2256,Q17712677,way,23193468
2272,Q17711419,relation,11768841
2273,Q17712544,way,1158638847
2284,Q17712272,way,23236970
2314,Q17734086,relation,2698137
2334,Q17737553,way,31353441
2351,Q17734106,relation,2698138
2356,Q17742112,way,27761456
2367,Q17737041,relation,8369876
2383,Q17741313,way,55065841
2398,Q17745248,way,43341005
2401,Q17745236,way,23237478
2405,Q17745050,relation,7232148
2407,Q17745075,relation,7300894
2414,Q17745063,relation,6151672
2415,Q17745018,way,23237479
2420,Q17745020,relation,2377011
2421,Q17745194,way,11671527
2423,Q17745237,relation,2377004
2424,Q17745145,relation,7897415
2425,Q17745223,relation,2376997
2431,Q17745008,relation,3742901
2444,Q17745085,relation,6193839
2448,Q17745087,way,124446045
2449,Q17744987,way,125406867
2469,Q17745084,way,23236094
2471,Q17745012,way,18941372
2472,Q17745139,way,11988912
2476,Q17745226,way,19881621
2477,Q17745239,relation,2376420
2483,Q17745047,relation,6193808
2488,Q17745017,way,11671383
2489,Q17745216,relation,2376417
2493,Q17745003,way,23237526
2495,Q17745219,way,11007992
2496,Q17745251,way,23236106
2497,Q17780831,way,9196866
2499,Q17780931,way,10441040
2501,Q17781034,way,23237496
2502,Q17780904,relation,7106420
2503,Q17781049,relation,2081403
2504,Q17745305,way,11009386
2505,Q17780901,relation,4038978
2506,Q17781063,way,23045354
2507,Q17745480,way,301367239
2510,Q17781212,relation,4733969
2511,Q17781153,way,23237974
2514,Q17780844,way,23193011
2516,Q17780836,way,8896134
2522,Q17745308,relation,7124093
2524,Q17781227,way,72222459
2526,Q17781031,relation,6033075
2527,Q17781178,relation,4548741
2528,Q17780954,relation,4039011
2529,Q17781130,way,25340723
2531,Q17745322,way,11996353
2532,Q17781077,way,23236086
2534,Q17780829,relation,7146591
2535,Q17745548,way,254865048
2538,Q17781233,relation,2583186
2542,Q17781108,relation,14048376
2546,Q17780874,relation,2253691
2547,Q17781239,way,332380908
2548,Q17781057,relation,2593711
2550,Q17780832,way,10440992
2551,Q17781052,relation,224813
2552,Q17781188,relation,1603328
2553,Q17781098,way,23045344
2555,Q17781174,way,275560434
2556,Q17745483,way,24732118
2557,Q17781020,way,155841967
2558,Q17781207,relation,7259256
2559,Q17745502,relation,4740722
2560,Q17780877,way,45481335
2561,Q17780893,relation,1619048
2562,Q17781179,way,322682127
2564,Q17780949,relation,7108760
2565,Q17781023,way,322682123
2566,Q17781001,way,23237986
2568,Q17745457,way,32861750
2570,Q17745444,relation,100594
2571,Q17781180,relation,7259203
2573,Q17781021,relation,4038966
2576,Q17745536,relation,10121326
2580,Q17745533,relation,2367954
2582,Q17781201,way,110569356
2585,Q17781091,way,104789057
2589,Q17781241,way,23045348
2590,Q17781133,way,72199773
2591,Q17781011,relation,2025786
2592,Q17781050,way,23237491
2593,Q17781014,way,23045341
2594,Q17781120,way,158316087
2595,Q17745520,relation,276209
2596,Q17745297,relation,7124103
2597,Q17781429,way,167372870
2599,Q18000327,way,221674512
2603,Q17781311,relation,2458418
2604,Q17781381,way,22688384
2605,Q18000584,relation,10644917
2609,Q17781342,way,23045353
2614,Q18000450,way,39481895
2616,Q17928337,way,24953828
2617,Q18000616,relation,8479800
2619,Q17781337,relation,6694887
2621,Q18000329,way,194544247
2623,Q17781313,way,274007838
2625,Q17781259,relation,2593747
2626,Q17781336,way,23236075
2627,Q17781369,way,110570299
2628,Q17781307,relation,2376025
2629,Q17781459,relation,13127857
2637,Q18000743,way,253522211
2640,Q17781335,way,982217343
2641,Q18000592,way,17998880
2642,Q17781298,relation,2376411
2643,Q18000798,way,982810640
2645,Q17781413,way,23045338
2646,Q18000445,way,90529013
2647,Q18000519,relation,7219594
2648,Q17781282,way,23045342
2649,Q18000583,relation,3534938
2653,Q17781269,way,22688379
2654,Q18000700,way,23854612
2661,Q18000693,way,221404091
2662,Q17781404,way,23236070
2663,Q18000599,relation,8473519
2665,Q18000526,relation,7259207
2666,Q17781339,relation,1924530
2667,Q18000774,way,17563110
2669,Q18000764,way,136999136
2672,Q17781427,way,23236076
2675,Q17781283,way,23045330
2677,Q18000806,way,136999123
2678,Q17781454,way,154476362
2679,Q17781449,relation,3120647
2684,Q18000320,relation,4591140
2685,Q17781412,relation,6145084
2686,Q18000590,way,328276792
2688,Q17781318,relation,2465060
2694,Q18000545,relation,9920322
2695,Q18000684,relation,7331320
2696,Q17781317,relation,15010880
2697,Q18002545,relation,14052273
2698,Q18001441,way,29417381
2700,Q18002467,relation,15756580
2705,Q18001282,way,136999102
2706,Q18001105,way,1005819746
2708,Q18001415,way,610311035
2709,Q18000869,relation,1846108
2710,Q18001421,way,136999162
2711,Q18001133,relation,1330833
2712,Q18001439,way,199273248
2713,Q18002475,way,148377274
2718,Q18000972,relation,9860142
2719,Q18001352,way,33280759
2720,Q18002581,way,41552000
2722,Q18002523,relation,2376409
2728,Q18001178,way,232426367
2729,Q18000871,way,232158264
2730,Q18000939,way,253523389
2731,Q18002487,relation,2382613
2733,Q18001281,relation,10706780
2734,Q18002464,way,78243774
2735,Q18001088,way,29424348
2741,Q18001390,relation,8476931
2743,Q18001167,way,194544257
2744,Q18001363,relation,7259206
2749,Q18000960,way,18542140
2752,Q18001306,way,18605572
2753,Q18001149,relation,3116881
2756,Q18002473,relation,2376406
2757,Q18002462,way,41551981
2758,Q18002552,way,32574384
2759,Q18001429,way,194544280
2760,Q18001459,way,136999140
2762,Q18000964,way,450028614
2763,Q18002494,way,211015361
2764,Q18001139,way,610322756
2767,Q18001464,way,327931197
2768,Q18001348,relation,6794918
2771,Q18001143,relation,14088937
2773,Q18001368,way,29417428
2779,Q18001071,way,23236052
2781,Q18001445,way,203927543
2782,Q18002497,relation,1563195
2785,Q18001014,way,203927542
2786,Q18001261,relation,8475057
2787,Q18002542,relation,1778157
2789,Q18002499,way,60731525
2791,Q18002532,relation,2375875
2795,Q18002579,relation,6567904
2796,Q18001101,way,120137175
2798,Q18050380,relation,4035160
2799,Q18050040,relation,6154815
2801,Q18012604,relation,15756326
2804,Q18050584,way,8895647
2805,Q18050079,relation,305797
2806,Q18012726,relation,3596101
2807,Q18012686,relation,3414271
2809,Q18012843,relation,6414927
2810,Q18050594,way,8896020
2812,Q18050361,way,250414077
2813,Q18012690,way,259097008
2815,Q18050224,way,324472974
2816,Q18002584,relation,1823514
2818,Q18050187,way,23854613
2821,Q18002599,way,151531564
2822,Q18012763,way,256811241
2823,Q18012727,way,257923742
2825,Q18050282,relation,15727134
2828,Q18050307,relation,15018550
2832,Q18050225,relation,6211047
2833,Q18050332,relation,6957059
2837,Q18050017,relation,9752364
2840,Q18051209,way,23236614
2842,Q18050379,relation,15199457
2843,Q18012707,relation,6414925
2844,Q18050122,relation,109696
2847,Q18050053,relation,15727133
2849,Q18050124,way,23854615
2853,Q18050142,relation,2626002
2854,Q18050202,relation,2377012
2855,Q18050206,relation,9745454
2858,Q18050276,way,115202377
2859,Q18050115,relation,6163064
2860,Q18050157,relation,6158039
2861,Q18050156,relation,6193001
2864,Q18050596,way,23193019
2868,Q18002594,way,78243780
2870,Q18050395,relation,9735730
2871,Q18012556,relation,6414918
2873,Q18050402,relation,4035161
2877,Q18050269,way,106226177
2879,Q18050199,way,249217773
2882,Q18050287,way,43340878
2885,Q18050438,relation,15199460
2887,Q18012789,way,259098033
2889,Q18012833,relation,2369182
2890,Q18050435,relation,15027761
2894,Q18050309,way,23854614
2895,Q18048770,relation,7270
2898,Q18051339,relation,2369155
2899,Q18094724,relation,8497503
2902,Q18069953,relation,4237263
2903,Q18069877,relation,10230318
2905,Q18052057,way,24586226
2907,Q18094894,way,117374079
2911,Q18094931,way,117349392
2912,Q18094717,way,36344267
2914,Q18094718,way,29064496
2921,Q18094777,way,117382345
2922,Q18069965,way,24494507
2924,Q18069984,relation,3719085
2930,Q18052040,way,24218407
2932,Q18051570,relation,2382889
2935,Q18094892,way,110389096
2941,Q18051253,relation,1895621
2948,Q18094830,way,29424168
2949,Q18094795,way,117376698
2950,Q18051558,relation,10277729
2953,Q18094778,way,117382346
2961,Q18051273,way,23236607
2964,Q18094885,relation,1621489
2965,Q18094947,way,41082333
2967,Q18094479,relation,938089
2972,Q18094829,way,117374078
2975,Q18094824,way,41082329
2976,Q18051323,relation,2367895
2981,Q18051341,way,43190565
2982,Q18094790,way,125963900
2983,Q18094436,relation,3434072
2984,Q18094867,relation,8497500
2985,Q18094650,relation,10492526
2986,Q18094848,way,117374068
2991,Q18094719,way,117559735
2992,Q18052153,way,24512196
2997,Q18094951,way,135923359
2998,Q18095001,way,117372908
3003,Q18095208,way,41082332
3004,Q18095168,relation,15687708
3006,Q18095148,way,99185024
3007,Q18095246,way,154835330
3011,Q18095023,way,41082331
3012,Q18095290,way,117361553
3016,Q18094980,way,117383387
3018,Q18095088,way,41082316
3019,Q18095106,way,117382351
3020,Q18095115,way,41082330
3022,Q18095179,relation,8497501
3026,Q18094973,way,117349394
3029,Q18095401,way,27697073
3030,Q18095302,way,117376703
3031,Q18095377,way,24453621
3038,Q18094974,way,229201756
3039,Q18095265,way,136610235
3041,Q18095010,way,117337405
3043,Q18095146,relation,2375569
3046,Q18095360,way,117374069
3048,Q18095356,relation,254323
3054,Q18095390,relation,255121
3055,Q18095283,way,95782063
3057,Q18095241,way,117383347
3066,Q18095368,way,117383348
3067,Q18095355,relation,5307672
3076,Q18095107,way,117383346
3080,Q18095081,way,27697081
3082,Q18095113,relation,15675133
3083,Q18095185,way,247520781
3088,Q18095230,way,117349395
3089,Q18095354,way,24447063
3092,Q18095255,relation,4732169
3093,Q18094997,way,154835295
3094,Q18095313,relation,7600488
3095,Q18095048,way,117361551
3096,Q18095352,way,117554720
3097,Q18095987,way,199996307
3103,Q18095668,relation,8504770
3104,Q18095617,way,48995374
3108,Q18096004,way,29171181
3109,Q18095637,way,29064751
3112,Q18095689,way,48995343
