,wikidata,type,osmid
1204,Q10438168,,
1205,Q10444366,,
1206,Q10466301,,
1208,Q10467232,,
1209,Q10466683,,
1210,Q10438222,,
1211,Q10457753,,
1212,Q10467234,,
1213,Q10438709,,
1214,Q10445177,,
1215,Q10444898,,
1216,Q10445171,,
1217,Q10438134,,
1218,Q10444900,,
1219,Q10443518,,
1220,Q10466623,,
1221,Q10438146,,
1222,Q10444838,,
1223,Q10466282,,
1224,Q10454583,,
1225,Q10438713,,
1226,Q10458911,,
1227,Q10497073,,
1229,Q10498454,,
1230,Q10498656,,
1231,Q10498481,,
1232,Q10497802,,
1233,Q10498343,,
1234,Q10500232,,
1235,Q10498686,,
1236,Q10497387,,
1239,Q10500566,,
1240,Q10497280,,
1241,Q10498800,,
1243,Q10500896,,
1244,Q10500616,,
1245,Q10520527,,
1246,Q10522710,,
1248,Q10521805,,
1249,Q10524885,,
1250,Q10525052,,
1251,Q10517289,,
1252,Q10525157,,
1253,Q10524011,,
1254,Q10524193,,
1255,Q10518712,,
1256,Q10518627,,
1258,Q10523991,,
1259,Q10520544,,
1261,Q10518445,,
1262,Q10524825,,
1263,Q10516893,,
1264,Q10518373,,
1265,Q10516872,,
1267,Q10524312,,
1269,Q10516813,,
1271,Q10518495,,
1272,Q10523824,,
1274,Q10518124,,
1277,Q10522691,,
1278,Q10520339,,
1279,Q10524853,,
1280,Q10520945,,
1281,Q10519186,,
1282,Q10522770,,
1285,Q10524821,,
1287,Q10518592,,
1288,Q10519268,,
1289,Q10517494,,
1290,Q10518474,,
1291,Q10520027,,
1292,Q10516940,,
1293,Q10522610,,
1294,Q10524773,,
1295,Q10518027,,
1296,Q10521815,,
1297,Q10518175,,
1298,Q10524545,,
1299,Q10524024,,
1300,Q10524692,,
1301,Q10518089,,
1302,Q10524039,,
1303,Q10526976,,
1304,Q10527212,,
1305,Q10531304,,
1306,Q10526899,,
1307,Q10531268,,
1308,Q10531361,,
1309,Q10532158,,
1310,Q10531877,,
1311,Q10531953,,
1312,Q10531810,,
1313,Q10527364,,
1314,Q10526811,,
1315,Q10527376,,
1316,Q10531248,,
1317,Q10531250,,
1318,Q10526598,,
1319,Q10527484,,
1320,Q10527921,,
1321,Q10526436,,
1322,Q10526414,,
1324,Q10531789,,
1325,Q10531247,,
1327,Q10526724,,
1328,Q10531870,,
1329,Q10530907,,
1330,Q10526944,,
1331,Q10527465,,
1332,Q10526712,,
1334,Q10525348,,
1335,Q10531331,,
1336,Q10526830,,
1337,Q10531869,,
1338,Q10531628,,
1339,Q10526965,,
1340,Q10531266,,
1342,Q10526999,,
1343,Q10531422,,
1344,Q10525347,,
1345,Q10515892,,
1346,Q10516053,,
1347,Q10512298,,
1348,Q10512502,,
1349,Q10509727,,
1350,Q10511102,,
1351,Q10516363,,
1352,Q10510590,,
1353,Q10511321,,
1354,Q10512514,,
1356,Q10512592,,
1357,Q10515878,,
1358,Q10510271,,
1359,Q10511317,,
1360,Q10512759,,
1361,Q10512566,,
1362,Q10511095,,
1363,Q10511111,,
1364,Q10511320,,
1365,Q10510006,,
1366,Q10509875,,
1367,Q10515915,,
1368,Q10512485,,
1369,Q10510636,,
1370,Q10516107,,
1371,Q10516024,,
1372,Q10510118,,
1373,Q10510866,,
1374,Q10515924,,
1375,Q10511199,,
1377,Q10512886,,
1378,Q10512402,,
1379,Q10512382,,
1380,Q10515509,,
1381,Q10515997,,
1382,Q10512356,,
1383,Q10515952,,
1384,Q10509729,,
1385,Q10512915,,
1386,Q10516417,,
1387,Q10512791,,
1388,Q10512393,,
1389,Q10511117,,
1390,Q10516096,,
1391,Q10510130,,
1392,Q10515946,,
1393,Q10516112,,
1394,Q10510641,,
1395,Q10512296,,
1396,Q10512274,,
1397,Q10512370,,
1398,Q10510015,,
1399,Q10512604,,
1400,Q10512901,,
1401,Q10510521,,
1402,Q10516303,,
1404,Q10512364,,
1405,Q10516383,,
1406,Q10521802,,
1407,Q10524736,,
1408,Q10524678,,
1409,Q10516874,,
1410,Q10519263,,
1411,Q10524968,,
1412,Q10524922,,
1413,Q10516449,,
1414,Q10520563,,
1415,Q10520601,,
1416,Q10519536,,
1417,Q10516975,,
1419,Q10517063,,
1421,Q10524849,,
1422,Q10518444,,
1423,Q10518165,,
1424,Q10525245,,
1425,Q10525152,,
1426,Q10523909,,
1427,Q10516654,,
1428,Q10522680,,
1429,Q10517079,,
1430,Q10519144,,
1431,Q10516775,,
1432,Q10518469,,
1433,Q10522076,,
1434,Q10516509,,
1435,Q10516933,,
1436,Q10519143,,
1437,Q10524852,,
1440,Q10518020,,
1441,Q10516513,,
1442,Q10522613,,
1443,Q10523986,,
1445,Q10531375,,
1446,Q10526560,,
1447,Q10531384,,
1448,Q10529109,,
1449,Q10531835,,
1450,Q10526594,,
1451,Q10526978,,
1452,Q10526691,,
1453,Q10529215,,
1454,Q10526412,,
1455,Q10526964,,
1456,Q10531804,,
1457,Q10526507,,
1458,Q10526356,,
1459,Q10525533,,
1460,Q10531608,,
1461,Q10527328,,
1463,Q10531600,,
1464,Q10532166,,
1465,Q10531344,,
1466,Q10531367,,
1469,Q10526836,,
1470,Q10532156,,
1471,Q10531679,,
1472,Q10531375,,
1473,Q10525524,,
1474,Q10527915,,
1475,Q10531975,,
1476,Q10531538,,
1477,Q10531299,,
1478,Q10531830,,
1480,Q10529127,,
1481,Q10526368,,
1482,Q10527299,,
1483,Q10531330,,
1484,Q10527483,,
1485,Q10526413,,
1486,Q10532208,,
1487,Q10532136,,
1488,Q10531794,,
1489,Q10526733,,
1490,Q10526671,,
1491,Q10526562,,
1492,Q10526981,,
1493,Q10532200,,
1494,Q10526833,,
1495,Q10527173,,
1496,Q10532191,,
1497,Q10529219,,
1498,Q10526983,,
1500,Q10526573,,
1501,Q10526861,,
1502,Q10540508,,
1503,Q10540527,,
1505,Q10542117,,
1506,Q10541275,,
1507,Q10534725,,
1508,Q10534719,,
1511,Q10532678,,
1512,Q10532382,,
1513,Q10532383,,
1514,Q10540513,,
1516,Q10537280,,
1517,Q10532312,,
1518,Q10534061,,
1519,Q10542131,,
1521,Q10542385,,
1522,Q10542222,,
1523,Q10540521,,
1524,Q10541528,,
1525,Q10532685,,
1526,Q10541833,,
1527,Q10540380,,
1528,Q10536055,,
1529,Q10542146,,
1530,Q10541642,,
1531,Q10538093,,
1532,Q10536824,,
1533,Q10541949,,
1534,Q10542635,,
1535,Q10542162,,
1536,Q10541965,,
1537,Q10541758,,
1539,Q10534109,,
1540,Q10542634,,
1541,Q10540522,,
1542,Q10533541,,
1544,Q10540282,,
1548,Q10497388,,
1549,Q10500240,,
1550,Q10498764,,
1551,Q10499929,,
1552,Q10498823,,
1553,Q10497293,,
1554,Q10498689,,
1555,Q10498758,,
1556,Q10497149,,
1557,Q10497370,,
1559,Q10499025,,
1561,Q10496965,,
1563,Q10498086,,
1564,Q10499182,,
1565,Q10499834,,
1566,Q10499801,,
1567,Q10497520,,
1568,Q10498162,,
1569,Q10499505,,
1572,Q10498755,,
1573,Q10498997,,
1574,Q10499191,,
1576,Q10498168,,
1577,Q10499738,,
1578,Q10499449,,
1579,Q10497339,,
1580,Q10498775,,
1581,Q10498985,,
1582,Q10498081,,
1583,Q10499627,,
1584,Q10498176,,
1585,Q10497393,,
1586,Q10498156,,
1588,Q10498113,,
1589,Q10500094,,
1590,Q10499204,,
1591,Q10498085,,
1592,Q10499802,,
1593,Q10497639,,
1594,Q10498105,,
1595,Q10498159,,
1596,Q10497471,,
1597,Q10498778,,
1598,Q10498095,,
1599,Q10499696,,
1601,Q10497390,,
1602,Q10497395,,
1603,Q10500631,,
1604,Q10499472,,
1605,Q10497254,,
1606,Q10499743,,
1608,Q10499513,,
1610,Q10499793,,
1611,Q10498028,,
1612,Q10499565,,
1613,Q10498228,,
1614,Q10500209,,
1615,Q10484154,,
1616,Q10496835,,
1617,Q10493545,,
1619,Q10495527,,
1620,Q10493495,,
1621,Q10487744,,
1622,Q10494447,,
1623,Q10482028,,
1624,Q10494545,,
1625,Q10494561,,
1626,Q10495207,,
1627,Q10484176,,
1628,Q10482026,,
1629,Q10482280,,
1630,Q10496886,,
1631,Q10495936,,
1632,Q10489436,,
1633,Q10496645,,
1634,Q10493915,,
1635,Q10493752,,
1636,Q10485002,,
1637,Q10495732,,
1638,Q10493810,,
1639,Q10484426,,
1641,Q10484170,,
1643,Q10483171,,
1644,Q10484145,,
1645,Q10546049,,
1646,Q10543767,,
1647,Q10546060,,
1648,Q10543797,,
1649,Q10543312,,
1650,Q10542639,,
1651,Q10545939,,
1652,Q10544312,,
1653,Q10543905,,
1654,Q10545266,,
1655,Q10543421,,
1656,Q10544309,,
1657,Q10546419,,
1658,Q10544290,,
1659,Q10544491,,
1660,Q10545812,,
1661,Q10545539,,
1662,Q10543756,,
1663,Q10545819,,
1664,Q10545551,,
1665,Q10546680,,
1666,Q10544397,,
1667,Q10546764,,
1670,Q10543173,,
1671,Q10546767,,
1672,Q10544382,,
